종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
233250,메디안디노스틱,"50,000","4,050","8.81","49,950","44,000","1","50,000","50,000","50,000","50,000","500",원(KRW),"1,746,534","87,326,700,000",
014100,메디앙스,"4,195","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"11,800,000","49,501,000,000",
236340,메디젠휴먼케어,"9,860","130","1.34","9,860","9,780","5,036","49,087,950","9,980","9,980","9,600","500",원(KRW),"2,346,558","23,137,061,880",
054180,메디콕스,"1,635","-65","3.82","1,640","1,635","1,325,231","2,178,974,195","1,715","1,720","1,620","500",원(KRW),"43,760,276","71,548,051,260",
086900,메디톡스,"156,000","-3,300","2.07","156,100","156,000","73,991","11,591,246,800","159,300","159,500","155,200","500",원(KRW),"5,977,449","932,482,044,000",
078160,메디포스트,"37,800","-400","1.05","37,850","37,800","292,812","10,961,886,200","38,200","38,200","37,050","500",원(KRW),"15,617,842","590,354,427,600",
065650,메디프론,"3,845","60","1.59","3,845","3,840","154,001","593,400,145","3,780","3,925","3,750","500",원(KRW),"37,199,870","143,033,500,150",
138040,메리츠금융지주,"9,790","-150","1.51","9,790","9,780","355,374","3,463,313,600","9,940","9,940","9,690","500",원(KRW),"134,011,294","1,311,970,568,260",
008560,메리츠증권,"3,810","-30","0.78","3,810","3,805","5,709,240","21,693,617,500","3,865","3,870","3,735","1,000",원(KRW),"675,961,727","2,575,414,179,870",
000060,메리츠화재,"14,100","-100","0.70","14,150","14,100","383,200","5,418,859,550","14,200","14,400","13,950","500",원(KRW),"120,625,000","1,700,812,500,000",
021880,메이슨캐피탈,"427","-5","1.16","428","427","153,998","66,291,292","432","442","422","500",원(KRW),"99,184,408","42,351,742,216",
140410,메지온,"151,100","-7,400","4.67","151,300","151,100","183,506","27,956,596,500","155,500","157,900","149,900","500",원(KRW),"8,892,706","1,343,687,876,600",
241770,메카로,"13,400","-100","0.74","13,550","13,400","48,739","658,464,950","13,500","13,800","13,250","500",원(KRW),"10,102,240","135,370,016,000",
090370,메타랩스,"990","5","0.51","990","989","501,448","489,827,982","972","998","963","500",원(KRW),"63,689,937","63,053,037,630",
059210,메타바이오메드,"2,800","25","0.90","2,800","2,795","188,736","525,168,400","2,770","2,825","2,735","500",원(KRW),"23,862,351","66,814,582,800",
327260,메탈라이프,"29,100","1,100","3.93","29,100","29,050","129,588","3,710,169,900","28,000","29,400","27,900","500",원(KRW),"3,596,588","104,660,710,800",
058110,멕아이씨에스,"34,800","-400","1.14","34,850","34,800","117,039","4,068,651,050","34,600","36,050","34,350","500",원(KRW),"6,989,265","243,226,422,000",
096640,멜파스,"1,800","0","0.00","1,800","1,795","276,325","501,448,950","1,800","1,845","1,765","500",원(KRW),"32,353,926","58,237,066,800",
017180,명문제약,"7,430","180","2.48","7,440","7,430","3,828,176","28,721,046,640","7,260","7,780","7,260","500",원(KRW),"33,953,454","252,274,163,220",
257370,명성티엔에스,"9,210","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"6,440,809","59,319,850,890",
009900,명신산업,"44,850","1,200","2.75","44,850","44,800","3,222,156","141,828,225,850","41,750","45,900","41,400","500",원(KRW),"40,779,120","1,828,943,532,000",
267060,명진홀딩스,"1,690","40","2.42","1,700","1,685","182","299,340","1,845","1,845","1,405","500",원(KRW),"8,812,359","14,892,886,710",
012690,모나리자,"4,625","-35","0.75","4,630","4,625","238,628","1,105,453,530","4,605","4,700","4,600","500",원(KRW),"36,571,255","169,142,054,375",
005360,모나미,"5,430","-150","2.69","5,440","5,430","672,041","3,665,802,560","5,390","5,620","5,310","1,000",원(KRW),"18,897,307","102,612,377,010",
080420,모다이노칩,"3,670","-30","0.81","3,675","3,670","128,307","469,301,375","3,635","3,730","3,585","500",원(KRW),"79,721,622","292,578,352,740",
080160,모두투어,"22,750","1,150","5.32","22,750","22,700","1,126,673","25,223,851,350","21,450","23,400","21,100","500",원(KRW),"18,900,000","429,975,000,000",
204210,모두투어리츠,"2,975","25","0.85","2,975","2,940","21,277","62,323,730","2,950","2,980","2,900","5,000",원(KRW),"7,826,815","23,284,774,625",
100030,모바일리더,"18,300","0","0.00","18,300","18,250","20,562","372,760,900","18,000","18,450","17,850","500",원(KRW),"3,283,714","60,091,966,200",
087260,모바일어플라이언스,"5,360","-180","3.25","5,370","5,360","3,966,314","21,139,363,090","5,440","5,480","5,200","500",원(KRW),"32,462,446","173,998,710,560",
101330,모베이스,"4,045","45","1.13","4,050","4,045","827,660","3,375,661,880","4,000","4,175","3,955","500",원(KRW),"23,958,188","96,910,870,460",
012860,모베이스전자,"2,770","10","0.36","2,780","2,770","4,824,112","13,726,204,085","2,760","2,990","2,615","500",원(KRW),"54,476,780","150,900,680,600",
250060,모비스,"2,495","0","0.00","2,500","2,495","256,591","637,802,890","2,515","2,520","2,430","100",원(KRW),"32,171,314","80,267,428,430",
033200,모아텍,"11,200","-700","5.88","11,250","11,200","248,044","2,795,100,300","11,800","11,850","10,800","500",원(KRW),"14,331,185","160,509,272,000",
009680,모토닉,"13,900","-750","5.12","13,950","13,900","553,760","7,819,614,650","14,400","14,600","13,850","500",원(KRW),"33,000,000","458,700,000,000",
118990,모트렉스,"7,270","-530","6.79","7,280","7,270","4,288,231","31,555,924,160","7,610","7,640","7,120","100",원(KRW),"39,001,039","283,537,553,530",
006920,모헨즈,"4,665","40","0.86","4,665","4,660","95,616","446,086,140","4,630","4,760","4,565","500",원(KRW),"10,920,000","50,941,800,000",
009580,무림P&P,"4,115","295","7.72","4,115","4,110","5,023,104","20,481,929,135","3,900","4,230","3,875","2,500",원(KRW),"62,368,324","256,645,653,260",
001810,무림SP,"3,155","65","2.10","3,160","3,155","809,399","2,566,360,980","3,025","3,245","3,025","500",원(KRW),"22,137,500","69,843,812,500",
009200,무림페이퍼,"2,700","50","1.89","2,700","2,695","928,517","2,559,552,655","2,620","2,875","2,620","2,500",원(KRW),"41,609,310","112,345,137,000",
322970,무진메디,"6,490","90","1.41","6,490","6,390","5,531","35,332,240","6,700","6,700","6,020","500",원(KRW),"6,743,378","43,764,523,220",
033920,무학,"6,820","10","0.15","6,820","6,800","60,998","411,582,870","6,960","6,960","6,650","200",원(KRW),"28,500,000","194,370,000,000",
008420,문배철강,"3,695","75","2.07","3,695","3,690","2,658,281","10,041,185,750","3,630","3,905","3,605","500",원(KRW),"20,503,505","75,760,450,975",
279600,미디어젠,"9,560","70","0.74","9,560","9,550","56,215","538,726,140","9,440","9,700","9,440","500",원(KRW),"4,638,281","44,341,966,360",
028040,미래SCI,"279","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"44,979,502","12,549,281,058",
095500,미래나노텍,"3,775","-80","2.08","3,790","3,775","586,722","2,204,860,830","3,750","3,850","3,650","500",원(KRW),"24,815,084","93,676,942,100",
025560,미래산업,"3,060","5","0.16","3,060","3,055","167,326","514,321,505","3,055","3,115","3,020","100",원(KRW),"18,662,929","57,108,562,740",
218150,미래생명자원,"3,925","905","29.97","0","3,925","17,469,143","64,509,040,565","3,010","3,925","3,000","100",원(KRW),"18,671,428","73,285,354,900",
007120,미래아이앤지,"413","0","0.00","413","412","828,296","341,587,636","413","420","405","100",원(KRW),"129,484,148","53,476,953,124",
006800,미래에셋대우,"10,100","-400","3.81","10,100","10,050","5,792,327","58,627,041,770","10,500","10,500","9,850","5,000",원(KRW),"645,316,408","6,517,695,720,800",
00680K,미래에셋대우2우B,"4,520","-75","1.63","4,520","4,515","656,008","2,975,392,975","4,605","4,610","4,470","5,000",원(KRW),"140,000,000","632,800,000,000",
353490,미래에셋대우스팩 5호,"2,145","35","1.66","2,145","2,130","18,444","39,094,075","2,100","2,160","2,100","100",원(KRW),"5,060,000","10,853,700,000",
328380,미래에셋대우스팩3호,"2,055","-10","0.48","2,055","2,045","21,428","43,915,140","2,070","2,075","2,040","100",원(KRW),"6,482,000","13,320,510,000",
333430,미래에셋대우스팩4호,"2,050","0","0.00","0","0","0","0","0","0","0","100",원(KRW),"4,390,000","8,999,500,000",
006805,미래에셋대우우,"5,010","-80","1.57","5,020","5,010","59,583","299,116,250","5,100","5,110","4,955","5,000",원(KRW),"14,075,750","70,519,507,500",
357250,미래에셋맵스리츠,"4,695","-5","0.11","4,700","4,695","8,186","38,513,305","4,700","4,715","4,680","1,000",원(KRW),"20,100,000","94,369,500,000",
100790,미래에셋벤처투자,"5,070","30","0.60","5,070","5,060","372,532","1,875,142,190","5,010","5,140","4,955","1,000",원(KRW),"46,000,823","233,224,172,610",
085620,미래에셋생명,"3,910","-45","1.14","3,920","3,910","344,948","1,359,726,320","3,955","4,025","3,865","5,000",원(KRW),"177,016,189","692,133,298,990",
208890,미래엔에듀파트너,"1,800","200","12.50","1,800","1,500","1,041","1,426,300","1,360","1,800","1,360","1,000",원(KRW),"3,150,820","5,671,476,000",
049950,미래컴퍼니,"41,900","-400","0.95","41,900","41,850","71,953","2,993,962,150","42,300","42,550","40,850","500",원(KRW),"8,362,306","350,380,621,400",
213090,미래테크놀로지,"8,440","140","1.69","8,440","8,430","11,950","100,732,430","8,300","8,490","8,140","500",원(KRW),"6,120,788","51,659,450,720",
207760,미스터블루,"10,800","100","0.93","10,800","10,750","337,152","3,629,124,550","10,700","11,050","10,550","100",원(KRW),"24,746,635","267,263,658,000",
225850,미애부,"601","1","0.17","0","601","0","0","0","0","0","500",원(KRW),"3,332,333","2,002,732,133",
002840,미원상사,"131,500","-3,500","2.59","132,000","131,500","4,733","624,337,500","136,000","136,000","128,500","500",원(KRW),"4,970,000","653,555,000,000",
268280,미원에스씨,"108,500","500","0.46","109,000","108,500","1,957","212,820,500","108,000","110,000","108,000","500",원(KRW),"5,100,000","553,350,000,000",
107590,미원홀딩스,"80,000","-1,600","1.96","80,000","79,500","3,649","291,811,600","82,400","82,400","79,100","500",원(KRW),"2,320,000","185,600,000,000",
134380,미원화학,"64,800","-1,700","2.56","65,000","64,800","4,120","267,517,200","65,100","65,300","64,800","1,000",원(KRW),"2,199,268","142,512,566,400",
003650,미창석유,"65,500","0","0.00","65,500","65,400","903","58,842,700","65,900","65,900","64,600","5,000",원(KRW),"1,739,672","113,948,516,000",
059090,미코,"16,050","250","1.58","16,050","16,000","942,631","14,974,475,800","15,700","16,150","15,300","500",원(KRW),"31,316,603","502,631,478,150",
214610,미코바이오메드,"10,650","-200","1.84","10,700","10,650","172,570","1,861,303,150","10,950","11,150","10,600","500",원(KRW),"18,151,744","193,316,073,600",
201490,미투온,"6,140","170","2.85","6,140","6,130","712,813","4,371,166,510","5,910","6,290","5,910","500",원(KRW),"31,257,770","191,922,707,800",
950190,미투젠,"25,050","250","1.01","25,100","25,050","60,455","1,497,614,200","24,850","25,350","24,350","0",홍콩달러(HKD),"13,452,425","336,983,246,250",
214180,민앤지,"18,000","300","1.69","18,000","17,950","238,679","4,269,355,350","17,450","18,300","17,400","500",원(KRW),"12,362,476","222,524,568,000",
155900,바다로19호,"2,270","0","0.00","2,270","2,265","15,957","36,121,775","2,270","2,340","2,260","5,000",원(KRW),"15,200,004","34,504,009,080",
206640,바디텍메드,"22,900","-500","2.14","22,950","22,900","229,113","5,291,247,850","23,350","23,750","22,650","1,000",원(KRW),"23,486,560","537,842,224,000",
018700,바른손,"2,935","50","1.73","2,935","2,920","230,462","672,954,060","2,900","2,965","2,870","1,000",원(KRW),"29,471,487","86,498,814,345",
035620,바른손이앤에이,"1,420","-10","0.70","1,425","1,420","489,370","694,998,440","1,425","1,450","1,405","500",원(KRW),"73,488,503","104,353,674,260",
064520,바른전자,"1,005","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"73,686,477","74,054,909,385",
053030,바이넥스,"25,750","-600","2.28","25,800","25,750","2,574,381","69,024,622,700","26,450","28,300","25,500","500",원(KRW),"31,751,048","817,589,486,000",
301300,바이브컴퍼니,"33,750","-150","0.44","33,800","33,750","88,409","3,003,178,100","33,750","35,000","33,200","500",원(KRW),"5,394,170","182,053,237,500",
064550,바이오니아,"18,700","450","2.47","18,700","18,650","439,589","8,298,813,000","18,400","19,450","18,300","500",원(KRW),"25,132,038","469,969,110,600",
208710,바이오로그디바이스,"1,605","45","2.88","1,625","1,605","410,566","647,974,115","1,490","1,635","1,490","100",원(KRW),"28,870,357","46,336,922,985",
142760,바이오리더스,"5,990","110","1.87","5,990","5,980","204,179","1,212,299,090","5,900","6,000","5,860","500",원(KRW),"27,412,216","164,199,173,840",
086820,바이오솔루션,"26,300","-300","1.13","26,350","26,300","100,887","2,656,735,450","26,650","27,150","25,950","500",원(KRW),"8,091,426","212,804,503,800",
038460,바이오스마트,"6,860","-140","2.00","6,870","6,860","311,412","2,166,783,290","6,860","7,150","6,840","500",원(KRW),"20,087,800","137,802,308,000",
281310,바이오시네틱스,"6,800","-470","6.46","6,790","6,600","1,912","12,480,030","7,380","7,380","6,420","500",원(KRW),"2,634,890","17,917,252,000",
266470,바이오인프라생명과학,"2,570","-155","5.69","2,690","2,570","7,856","20,480,955","2,875","2,875","2,550","500",원(KRW),"14,106,847","36,254,596,790",
216400,바이오코아,"13,650","0","0.00","13,700","13,650","3,981","53,716,000","13,750","13,750","13,350","500",원(KRW),"7,711,315","105,259,449,750",
086040,바이오톡스텍,"14,300","200","1.42","14,350","14,300","369,812","5,332,985,300","14,350","14,950","13,900","500",원(KRW),"14,625,123","209,139,258,900",
199290,바이오프로테크,"2,930","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"3,266,800","9,571,724,000",
032980,바이온,"1,350","0","0.00","1,355","1,350","405,270","539,922,760","1,305","1,365","1,300","500",원(KRW),"62,785,551","84,760,493,850",
222160,바이옵트로,"5,300","50","0.95","5,390","5,300","101","535,390","5,390","5,390","5,300","500",원(KRW),"5,637,326","29,877,827,800",
043150,바텍,"24,800","200","0.81","24,850","24,800","152,227","3,768,418,550","24,600","25,100","24,350","500",원(KRW),"14,854,256","368,385,548,800",
323990,박셀바이오,"203,100","-16,900","7.68","203,200","203,100","861,524","182,377,309,800","222,200","232,400","200,000","500",원(KRW),"7,523,000","1,527,921,300,000",
003610,방림,"1,940","5","0.26","1,940","1,935","105,812","204,026,630","1,915","1,940","1,910","500",원(KRW),"42,314,090","82,089,334,600",
267790,배럴,"8,850","250","2.91","8,850","8,800","92,353","815,248,500","8,610","8,960","8,610","500",원(KRW),"7,885,500","69,786,675,000",
001340,백광산업,"4,240","560","15.22","4,245","4,240","44,106,895","183,059,771,895","3,650","4,420","3,565","500",원(KRW),"44,918,407","190,454,045,680",
046310,백금T&A,"3,075","-30","0.97","3,080","3,075","598,412","1,854,715,505","3,065","3,170","3,030","500",원(KRW),"16,418,641","50,487,321,075",
035150,백산,"5,620","80","1.44","5,620","5,590","117,594","656,378,660","5,680","5,690","5,490","500",원(KRW),"24,200,000","136,004,000,000",
036620,버추얼텍,"692","-11","1.56","698","692","276,980","192,752,565","703","704","688","500",원(KRW),"69,111,364","47,825,063,888",
066410,버킷스튜디오,"1,900","-20","1.04","1,900","1,880","439,577","826,268,320","1,900","1,935","1,840","500",원(KRW),"34,941,142","66,388,169,800",
002410,범양건영,"5,610","100","1.81","5,620","5,610","842,981","4,698,181,210","5,460","5,740","5,330","1,000",원(KRW),"24,831,982","139,307,419,020",
206400,베노홀딩스,"7,440","-240","3.13","7,460","7,440","92,889","699,176,490","7,630","7,680","7,440","500",원(KRW),"22,238,261","165,452,661,840",
019010,베뉴지,"1,815","5","0.28","1,815","1,810","252,640","457,479,770","1,835","1,840","1,775","500",원(KRW),"48,200,000","87,483,000,000",
177350,베셀,"3,855","75","1.98","3,865","3,855","335,416","1,277,081,030","3,780","3,910","3,685","500",원(KRW),"11,192,368","43,146,578,640",
299910,베스파,"15,150","900","6.32","15,150","15,000","72,787","1,093,907,100","14,200","15,950","13,900","500",원(KRW),"8,071,688","122,286,073,200",
096300,베트남개발1,"237","0","0.00","237","236","503,479","118,618,155","237","237","233","0",원(KRW),"137,680,211","32,630,210,007",
007210,벽산,"2,735","35","1.30","2,740","2,735","6,065,577","16,622,474,080","2,710","2,820","2,615","500",원(KRW),"68,560,000","187,511,600,000",
225530,보광산업,"5,340","-60","1.11","5,340","5,310","111,969","597,150,920","5,350","5,500","5,240","500",원(KRW),"36,338,727","194,048,802,180",
250000,보라티알,"15,800","-200","1.25","15,950","15,800","64,850","1,038,934,800","16,000","16,450","15,650","500",원(KRW),"6,750,733","106,661,581,400",
002760,보락,"2,365","0","0.00","2,375","2,365","878,165","2,101,967,940","2,335","2,455","2,330","200",원(KRW),"59,900,000","141,663,500,000",
003850,보령제약,"23,650","-2,150","8.33","23,700","23,650","17,709,382","475,304,115,750","27,500","30,100","23,000","500",원(KRW),"47,620,000","1,126,213,000,000",
006910,보성파워텍,"1,975","-15","0.75","1,975","1,970","732,725","1,450,617,220","1,975","2,015","1,945","500",원(KRW),"46,073,059","90,994,291,525",
000890,보해양조,"926","4","0.43","926","925","1,640,783","1,518,115,139","909","940","909","500",원(KRW),"127,449,373","118,018,119,398",
226340,본느,"2,545","95","3.88","2,545","2,540","427,672","1,073,738,870","2,450","2,555","2,425","100",원(KRW),"30,699,596","78,130,471,820",
206950,볼빅,"4,400","0","0.00","4,400","4,205","1,215","5,081,395","4,400","4,795","4,135","500",원(KRW),"4,183,333","18,406,665,200",
003000,부광약품,"25,150","-850","3.27","25,150","25,100","943,324","23,993,898,500","26,000","26,150","25,100","500",원(KRW),"64,837,978","1,630,675,146,700",
001270,부국증권,"21,300","0","0.00","21,300","21,250","15,762","336,632,550","21,300","21,650","21,050","5,000",원(KRW),"10,369,886","220,878,571,800",
001275,부국증권우,"19,500","0","0.00","19,550","19,500","1,867","36,497,400","19,500","19,600","19,500","5,000",원(KRW),"3,000,000","58,500,000,000",
026940,부국철강,"4,285","-40","0.92","4,285","4,280","125,741","539,641,435","4,320","4,375","4,230","500",원(KRW),"20,000,000","85,700,000,000",
014470,부방,"2,570","-40","1.53","2,575","2,570","321,668","829,868,150","2,590","2,625","2,555","500",원(KRW),"60,052,260","154,334,308,200",
015350,부산가스,"52,400","300","0.58","52,600","52,400","3,646","192,162,100","52,500","53,200","52,000","5,000",원(KRW),"11,000,000","576,400,000,000",
011390,부산산업,"116,000","500","0.43","116,500","116,000","11,562","1,337,302,500","115,000","117,500","113,500","5,000",원(KRW),"1,056,000","122,496,000,000",
005030,부산주공,"709","6","0.85","711","709","1,189,669","843,101,808","703","722","695","500",원(KRW),"56,849,517","40,306,307,553",
008470,부스타,"5,470","-10","0.18","5,470","5,460","58,764","320,644,590","5,480","5,510","5,390","500",원(KRW),"8,404,800","45,974,256,000",
100120,뷰웍스,"31,400","450","1.45","31,400","31,350","134,280","4,201,984,300","30,950","31,600","30,750","500",원(KRW),"10,001,865","314,058,561,000",
337930,브랜드엑스코퍼레이션,"11,000","700","6.80","11,000","10,950","149,152","1,587,310,900","10,400","11,000","10,200","500",원(KRW),"19,062,968","209,692,648,000",
066980,브레인콘텐츠,"1,015","16","1.60","1,015","1,010","5,958,585","6,018,255,678","1,010","1,050","975","500",원(KRW),"158,418,281","160,794,555,215",
064480,브리지텍,"3,550","30","0.85","3,555","3,550","58,941","210,677,190","3,520","3,640","3,505","500",원(KRW),"11,952,500","42,431,375,000",
288330,브릿지바이오테라퓨틱스,"14,050","-400","2.77","14,100","14,050","238,870","3,405,229,400","14,250","14,650","13,950","500",원(KRW),"19,181,174","269,495,494,700",
251630,브이원텍,"10,150","-300","2.87","10,200","10,150","254,023","2,599,958,100","10,350","10,500","10,050","500",원(KRW),"15,050,580","152,763,387,000",
018290,브이티지엠피,"8,430","30","0.36","8,430","8,420","439,516","3,655,880,670","8,410","8,470","8,200","500",원(KRW),"34,159,521","287,964,762,030",
263920,블러썸엠앤씨,"4,555","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"13,723,172","62,509,048,460",
033560,블루콤,"5,120","-60","1.16","5,120","5,110","103,198","527,567,400","5,130","5,200","5,050","500",원(KRW),"18,088,047","92,610,800,640",
126340,비나텍,"53,000","-1,100","2.03","53,300","53,000","77,341","4,115,391,400","54,100","54,100","52,600","500",원(KRW),"4,901,300","259,768,900,000",
121800,비덴트,"9,160","-1,340","12.76","9,170","9,160","9,658,183","90,637,406,850","10,100","10,100","8,860","500",원(KRW),"45,502,014","416,798,448,240",
148140,비디아이,"9,260","-180","1.91","9,280","9,260","784,041","7,203,035,990","8,950","9,610","8,810","500",원(KRW),"20,379,605","188,715,142,300",
082800,비보존 헬스케어,"2,010","0","0.00","2,015","2,010","1,420,020","2,872,624,825","2,030","2,070","1,990","500",원(KRW),"140,651,093","282,708,696,930",
318410,비비씨,"18,550","100","0.54","18,600","18,550","86,128","1,590,649,750","18,350","18,750","18,300","500",원(KRW),"5,403,683","100,238,319,650",
002070,비비안,"3,755","-85","2.21","3,775","3,755","659,333","2,510,882,810","3,850","3,920","3,735","500",원(KRW),"26,735,890","100,393,266,950",
100220,비상교육,"6,500","90","1.40","6,510","6,500","15,892","103,039,090","6,420","6,520","6,410","500",원(KRW),"12,996,741","84,478,816,500",
200780,비씨월드제약,"21,350","-450","2.06","21,400","21,350","176,147","3,804,267,100","21,650","22,200","21,150","200",원(KRW),"8,892,384","189,852,398,400",
141000,비아트론,"11,100","0","0.00","11,100","11,050","176,705","1,947,180,300","10,950","11,300","10,800","500",원(KRW),"12,114,710","134,473,281,000",
090460,비에이치,"21,550","-350","1.60","21,600","21,550","877,996","18,950,780,900","21,950","22,050","21,050","500",원(KRW),"33,472,688","721,336,426,400",
083650,비에이치아이,"2,570","-30","1.15","2,575","2,570","97,490","251,919,135","2,600","2,625","2,530","500",원(KRW),"26,000,000","66,820,000,000",
215050,비엔디생활건강,"1,535","0","0.00","1,755","1,440","551","844,420","1,530","1,535","1,420","100",원(KRW),"2,121,666","3,256,757,310",
086670,비엠티,"11,000","-50","0.45","11,000","10,950","68,699","749,222,400","11,000","11,100","10,700","500",원(KRW),"8,146,529","89,611,819,000",
335890,비올,"2,430","-65","2.61","2,430","2,425","251,865","613,514,990","2,495","2,495","2,410","100",원(KRW),"54,740,000","133,018,200,000",
138580,비즈니스온,"17,650","350","2.02","17,700","17,600","50,269","859,370,450","17,300","17,700","16,700","500",원(KRW),"11,376,440","200,794,166,000",
082920,비츠로셀,"15,600","-150","0.95","15,650","15,600","104,082","1,630,213,150","15,650","15,900","15,500","500",원(KRW),"21,539,152","336,010,771,200",
054220,비츠로시스,"5,930","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"21,559,978","127,850,669,540",
042370,비츠로테크,"9,430","0","0.00","9,440","9,430","653,904","6,182,408,850","9,430","9,640","9,270","500",원(KRW),"22,353,873","210,797,022,390",
030790,비케이탑스,"17,150","0","0.00","17,200","17,150","241,371","4,125,140,600","17,250","17,900","16,600","500",원(KRW),"13,071,541","224,176,928,150",
032850,비트컴퓨터,"10,000","0","0.00","10,050","10,000","495,898","5,017,604,510","9,940","10,400","9,940","500",원(KRW),"16,623,293","166,232,930,000",
148780,비플라이소프트,"5,690","-60","1.04","5,690","5,660","1,592","9,132,300","5,750","5,770","5,290","500",원(KRW),"4,745,720","27,003,146,800",
238200,비피도,"24,800","-850","3.31","25,100","24,800","42,176","1,064,916,150","25,600","26,000","24,600","500",원(KRW),"4,090,000","101,432,000,000",
093190,빅솔론,"4,495","100","2.28","4,495","4,490","45,683","204,052,110","4,480","4,500","4,400","500",원(KRW),"19,238,905","86,478,877,975",
065450,빅텍,"7,490","-410","5.19","7,500","7,490","52,645,144","414,791,253,440","7,660","8,350","7,300","200",원(KRW),"28,652,800","214,609,472,000",
210120,빅텐츠,"4,900","85","1.77","5,290","4,900","0","0","0","0","0","500",원(KRW),"1,895,000","9,285,500,000",
352820,빅히트,"153,500","-1,000","0.65","154,000","153,500","202,504","31,077,952,500","154,500","157,000","150,000","500",원(KRW),"35,623,760","5,468,247,160,000",
005180,빙그레,"57,100","-100","0.17","57,200","57,100","44,710","2,558,026,700","57,200","58,000","56,800","5,000",원(KRW),"9,851,241","562,505,861,100",
072950,빛샘전자,"6,360","-140","2.15","6,430","6,360","94,109","600,811,340","6,500","6,540","6,280","500",원(KRW),"6,000,000","38,160,000,000",
266170,뿌리깊은나무들,"880","20","2.33","869","803","20","17,971","980","980","800","500",원(KRW),"5,603,977","4,931,499,760",
143240,사람인에이치알,"25,000","-100","0.40","25,050","25,000","45,227","1,127,658,650","25,050","25,350","24,650","500",원(KRW),"11,659,263","291,481,575,000",
003960,사조대림,"17,100","150","0.88","17,100","17,050","24,706","422,377,000","16,950","17,400","16,750","5,000",원(KRW),"9,164,467","156,712,385,700",
008040,사조동아원,"963","4","0.42","968","963","477,929","464,745,446","971","985","960","500",원(KRW),"141,144,600","135,922,249,800",
007160,사조산업,"33,400","950","2.93","33,400","33,350","40,867","1,350,371,150","32,450","33,450","32,200","5,000",원(KRW),"5,000,000","167,000,000,000",
014710,사조씨푸드,"6,000","-20","0.33","6,040","6,000","313,003","1,875,808,470","5,950","6,150","5,890","1,000",원(KRW),"17,218,543","103,311,258,000",
006090,사조오양,"9,790","110","1.14","9,830","9,790","70,671","692,132,930","9,690","9,950","9,610","5,000",원(KRW),"9,422,739","92,248,614,810",
100090,삼강엠앤티,"21,550","-500","2.27","21,600","21,550","893,989","19,244,809,200","21,900","22,050","21,000","500",원(KRW),"35,092,674","756,247,124,700",
122350,삼기,"4,900","40","0.82","4,905","4,900","3,927,289","19,405,732,580","4,770","5,140","4,705","100",원(KRW),"38,087,327","186,627,902,300",
014970,삼륭물산,"9,320","120","1.30","9,340","9,320","107,023","1,004,311,160","9,150","9,590","9,110","500",원(KRW),"15,125,000","140,965,000,000",
018310,삼목에스폼,"8,410","160","1.94","8,520","8,410","54,999","464,416,660","8,260","8,650","8,220","500",원(KRW),"14,700,000","123,627,000,000",
053700,삼보모터스,"7,690","-160","2.04","7,690","7,680","690,960","5,353,524,370","7,800","8,000","7,460","500",원(KRW),"17,084,542","131,380,127,980",
009620,삼보산업,"2,225","-20","0.89","2,235","2,225","1,444,310","3,258,163,880","2,200","2,330","2,185","100",원(KRW),"38,092,246","84,755,247,350",
023600,삼보판지,"12,750","200","1.59","12,750","12,700","4,037,164","55,444,545,600","13,700","14,600","12,650","500",원(KRW),"16,170,000","206,167,500,000",
111870,삼본전자,"1,235","5","0.41","1,235","1,230","1,731,901","2,181,702,985","1,215","1,255","1,200","500",원(KRW),"96,521,825","119,204,453,875",
001470,삼부토건,"4,110","-65","1.56","4,115","4,110","2,831,725","11,794,601,190","4,175","4,300","4,085","1,000",원(KRW),"137,546,368","565,315,572,480",
006400,삼성SDI,"745,000","15,000","2.05","745,000","744,000","944,536","688,480,420,000","731,000","749,000","703,000","5,000",원(KRW),"68,764,530","51,229,574,850,000",
006405,삼성SDI우,"478,500","8,500","1.81","478,500","478,000","116,484","55,482,647,000","484,500","494,500","441,500","5,000",원(KRW),"1,617,896","774,163,236,000",
006660,삼성공조,"9,470","-730","7.16","9,480","9,470","2,748,829","28,779,716,590","10,550","12,000","9,200","500",원(KRW),"8,126,314","76,956,193,580",
028260,삼성물산,"145,500","-5,000","3.32","146,000","145,500","1,194,252","174,211,369,000","149,000","149,500","141,500","100",원(KRW),"186,887,081","27,192,070,285,500",
02826K,삼성물산우B,"136,500","-2,000","1.44","136,500","136,000","36,279","4,945,555,500","137,000","140,000","133,500","100",원(KRW),"1,627,425","222,143,512,500",
207940,삼성바이오로직스,"818,000","-28,000","3.31","818,000","817,000","289,113","238,545,233,000","847,000","862,000","806,000","2,500",원(KRW),"66,165,000","54,122,970,000,000",
032830,삼성생명,"82,600","600","0.73","82,600","82,500","1,308,709","108,410,548,900","82,000","84,400","80,900","500",원(KRW),"200,000,000","16,520,000,000,000",
