종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
269620,시스웍,"1,945","-10","0.51","1,950","1,945","2,039,451","3,979,095,000","1,945","2,020","1,910","100",원(KRW),"74,356,685","144,623,752,325",
131090,시큐브,"1,550","10","0.65","1,550","1,545","337,349","523,158,075","1,540","1,580","1,525","100",원(KRW),"40,000,000","62,000,000,000",
232830,시큐센,"9,700","70","0.73","9,700","9,630","20,292","195,937,700","9,780","9,880","9,600","500",원(KRW),"9,509,032","92,237,610,400",
016590,신대양제지,"64,700","1,300","2.05","65,000","64,700","70,553","4,626,744,000","63,400","67,500","63,400","5,000",원(KRW),"4,029,782","260,726,895,400",
290520,신도기연,"20,900","-200","0.95","20,900","20,850","74,826","1,560,333,250","21,100","21,250","20,500","500",원(KRW),"8,061,280","168,480,752,000",
029530,신도리코,"25,700","-500","1.91","25,750","25,700","25,508","657,938,100","26,200","26,200","25,600","5,000",원(KRW),"10,080,029","259,056,745,300",
004970,신라교역,"9,590","250","2.68","9,590","9,550","75,002","712,806,060","9,340","9,670","9,320","500",원(KRW),"16,000,000","153,440,000,000",
001000,신라섬유,"2,205","0","0.00","2,210","2,205","4,141,364","9,391,229,505","2,190","2,385","2,180","100",원(KRW),"24,277,540","53,531,975,700",
025870,신라에스지,"9,010","430","5.01","9,020","9,010","85,046","752,117,930","8,580","9,010","8,580","500",원(KRW),"4,000,000","36,040,000,000",
215600,신라젠,"12,100","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"71,617,125","866,567,212,500",
065350,신성델타테크,"10,100","-150","1.46","10,150","10,100","1,482,208","15,188,671,480","10,000","10,800","9,840","500",원(KRW),"27,483,948","277,587,874,800",
011930,신성이엔지,"3,515","-50","1.40","3,520","3,515","6,730,346","23,869,484,115","3,560","3,630","3,470","500",원(KRW),"201,011,031","706,553,773,965",
005390,신성통상,"1,645","-30","1.79","1,650","1,645","940,483","1,558,748,075","1,655","1,690","1,640","500",원(KRW),"143,708,390","236,400,301,550",
004170,신세계,"255,000","12,000","4.94","255,000","254,500","379,558","95,178,835,500","242,500","258,500","240,000","5,000",원(KRW),"9,845,181","2,510,521,155,000",
035510,신세계 I&C,"130,500","-2,500","1.88","130,500","130,000","10,770","1,409,133,000","131,000","133,000","129,000","5,000",원(KRW),"1,720,000","224,460,000,000",
034300,신세계건설,"37,200","6,250","20.19","37,250","37,200","1,116,187","40,339,856,700","30,950","39,950","30,600","5,000",원(KRW),"4,000,000","148,800,000,000",
031430,신세계인터내셔날,"168,000","6,000","3.70","168,500","168,000","164,825","27,412,886,500","162,500","169,500","160,000","5,000",원(KRW),"7,140,000","1,199,520,000,000",
031440,신세계푸드,"65,500","800","1.24","65,500","65,300","28,410","1,841,724,200","64,500","66,100","63,300","5,000",원(KRW),"3,872,480","253,647,440,000",
006880,신송홀딩스,"4,000","-40","0.99","4,000","3,970","39,010","155,549,350","4,000","4,040","3,955","500",원(KRW),"11,828,858","47,315,432,000",
002800,신신제약,"9,000","-10","0.11","9,010","9,000","195,483","1,770,441,750","8,900","9,270","8,900","500",원(KRW),"15,170,500","136,534,500,000",
323280,신영스팩5호,"2,090","5","0.24","2,095","2,090","10,984","22,966,985","2,090","2,100","2,085","100",원(KRW),"3,505,000","7,325,450,000",
344050,신영스팩6호,"2,050","5","0.24","2,055","2,050","1,000","2,050,000","2,050","2,050","2,050","100",원(KRW),"4,305,000","8,825,250,000",
005800,신영와코루,"98,900","-1,600","1.59","99,500","98,900","730","72,595,300","100,500","100,500","98,900","5,000",원(KRW),"900,000","89,010,000,000",
001720,신영증권,"54,700","0","0.00","54,800","54,700","10,257","557,415,200","55,000","55,000","53,700","5,000",원(KRW),"9,386,237","513,427,163,900",
001725,신영증권우,"52,300","100","0.19","52,500","52,300","6,288","331,773,800","53,000","53,000","52,100","5,000",원(KRW),"7,053,763","368,911,804,900",
009270,신원,"1,450","10","0.69","1,450","1,445","389,600","562,893,350","1,425","1,465","1,425","500",원(KRW),"85,042,499","123,311,623,550",
009275,신원우,"37,350","-50","0.13","37,450","37,300","224","8,377,800","37,400","37,550","37,300","500",원(KRW),"90,740","3,389,139,000",
017000,신원종합개발,"5,100","30","0.59","5,100","5,090","238,287","1,213,986,050","5,070","5,250","5,000","5,000",원(KRW),"10,068,027","51,346,937,700",
002700,신일전자,"1,915","30","1.59","1,915","1,910","1,404,818","2,664,420,180","1,885","1,915","1,870","500",원(KRW),"71,047,521","136,056,002,715",
012790,신일제약,"21,150","-350","1.63","21,200","21,150","209,088","4,443,202,750","21,300","21,700","20,850","500",원(KRW),"10,902,000","230,577,300,000",
138070,신진에스엠,"6,180","0","0.00","6,180","6,150","1,499,865","9,376,150,830","6,030","7,080","5,820","500",원(KRW),"8,972,183","55,448,090,940",
226330,신테카바이오,"25,950","1,350","5.49","25,950","25,900","526,844","13,084,833,300","24,450","25,950","23,600","500",원(KRW),"13,362,016","346,744,315,200",
019170,신풍제약,"118,500","-1,500","1.25","119,000","118,500","1,209,711","145,515,969,500","118,000","125,000","117,500","500",원(KRW),"52,984,990","6,278,721,315,000",
019175,신풍제약우,"118,000","-500","0.42","118,000","117,500","26,849","3,205,513,000","116,000","123,500","116,000","500",원(KRW),"2,200,000","259,600,000,000",
002870,신풍제지,"3,110","170","5.78","3,110","3,105","8,579,655","27,057,880,660","3,035","3,280","3,015","500",원(KRW),"34,958,700","108,721,557,000",
293940,신한알파리츠,"7,010","-20","0.28","7,020","7,010","99,533","698,057,410","6,990","7,050","6,980","1,000",원(KRW),"52,330,123","366,834,162,230",
333050,신한제6호스팩,"2,055","5","0.24","2,055","2,050","12,153","24,908,490","2,050","2,065","2,045","100",원(KRW),"5,010,000","10,295,550,000",
055550,신한지주,"33,100","200","0.61","33,100","33,050","5,467,907","181,444,826,850","33,050","33,750","32,650","5,000",원(KRW),"516,526,835","17,097,038,238,500",
001770,신화실업,"21,100","-300","1.40","21,150","21,100","18,492","393,919,450","21,200","22,050","20,850","5,000",원(KRW),"1,214,878","25,633,925,800",
056700,신화인터텍,"4,000","450","12.68","4,005","4,000","20,256,179","80,839,214,990","3,660","4,250","3,625","500",원(KRW),"29,135,091","116,540,364,000",
187270,신화콘텍,"3,010","130","4.51","3,010","2,970","63,870","187,614,795","2,880","3,045","2,830","500",원(KRW),"10,143,845","30,532,973,450",
004080,신흥,"10,550","-150","1.40","10,600","10,550","9,689","103,497,200","10,650","11,050","10,550","500",원(KRW),"9,600,000","101,280,000,000",
243840,신흥에스이씨,"51,600","1,600","3.20","51,700","51,600","221,063","11,223,336,400","50,800","52,000","49,300","2,500",원(KRW),"6,969,678","359,635,384,800",
108320,실리콘웍스,"65,000","-1,800","2.69","65,100","65,000","227,073","14,780,814,000","66,800","66,800","63,900","500",원(KRW),"16,264,300","1,057,179,500,000",
222800,심텍,"23,900","250","1.06","23,900","23,850","703,520","16,679,229,100","23,300","24,400","22,850","500",원(KRW),"31,854,143","761,314,017,700",
036710,심텍홀딩스,"2,695","-30","1.10","2,700","2,695","439,618","1,181,851,400","2,710","2,735","2,645","500",원(KRW),"40,663,579","109,588,345,405",
160980,싸이맥스,"19,700","-150","0.76","19,700","19,650","152,765","2,995,200,200","19,600","20,000","19,200","500",원(KRW),"10,924,243","215,207,587,100",
217330,싸이토젠,"55,600","-1,000","1.77","55,700","55,600","152,385","8,355,671,600","56,600","57,500","51,300","500",원(KRW),"5,633,864","313,242,838,400",
102280,쌍방울,"605","0","0.00","605","604","1,819,768","1,101,292,070","605","609","603","500",원(KRW),"239,359,627","144,812,574,335",
003410,쌍용양회,"6,600","30","0.46","6,600","6,590","1,445,646","9,521,046,800","6,590","6,640","6,530","100",원(KRW),"503,859,595","3,325,473,327,000",
010280,쌍용정보통신,"1,405","-5","0.35","1,410","1,405","463,030","651,651,975","1,410","1,430","1,390","1,000",원(KRW),"40,464,034","56,851,967,770",
003620,쌍용차,"2,770","0","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"149,840,002","415,056,805,540",
004770,써니전자,"4,865","-65","1.32","4,865","4,860","2,818,108","13,757,729,535","4,845","5,020","4,730","500",원(KRW),"34,845,011","169,520,978,515",
217320,썬테크,"10,000","0","0.00","10,600","10,000","0","0","0","0","0","500",원(KRW),"1,050,000","10,500,000,000",
208640,썸에이지,"1,435","5","0.35","1,435","1,430","8,080,794","11,969,248,380","1,430","1,570","1,395","100",원(KRW),"135,018,223","193,751,150,005",
222420,쎄노텍,"2,255","175","8.41","2,255","2,250","2,509,072","5,579,882,960","2,050","2,300","2,050","100",원(KRW),"40,158,175","90,556,684,625",
037760,쎄니트,"1,695","-15","0.88","1,695","1,685","104,632","176,748,385","1,700","1,720","1,670","500",원(KRW),"33,832,921","57,346,801,095",
136510,쎄미시스코,"7,490","-120","1.58","7,490","7,480","22,293","167,147,540","7,570","7,700","7,350","500",원(KRW),"5,637,679","42,226,215,710",
099320,쎄트렉아이,"41,200","3,350","8.85","41,250","41,200","2,358,294","99,785,732,800","37,400","48,750","35,950","500",원(KRW),"7,268,487","299,461,664,400",
015540,쎌마테라퓨틱스,"6,030","-170","2.74","6,040","6,030","781,213","4,815,911,670","6,120","6,530","5,970","500",원(KRW),"11,528,812","69,518,736,360",
049960,쎌바이오텍,"20,950","0","0.00","21,100","20,950","71,498","1,504,293,250","20,900","21,500","19,950","500",원(KRW),"9,400,000","196,930,000,000",
050890,쏠리드,"11,400","150","1.33","11,450","11,400","1,557,168","17,503,711,550","11,200","11,450","11,000","500",원(KRW),"52,185,175","594,910,995,000",
066790,씨씨에스,"846","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"55,976,167","47,355,837,282",
222080,씨아이에스,"12,300","1,000","8.85","12,350","12,300","8,135,821","92,692,081,850","11,300","12,300","10,800","100",원(KRW),"57,491,676","707,147,614,800",
004920,씨아이테크,"873","-5","0.57","873","872","53,849","46,951,850","878","878","867","500",원(KRW),"25,070,772","21,886,783,956",
236030,씨알푸드,"9,600","120","1.27","9,590","9,000","1","9,600","9,600","9,600","9,600","500",원(KRW),"1,980,000","19,008,000,000",
103660,씨앗,"6,960","-30","0.43","6,960","6,760","16,672","114,309,620","7,200","7,200","6,750","500",원(KRW),"4,117,480","28,657,660,800",
245450,씨앤에스링크,"3,010","-290","8.79","3,300","3,000","21","63,500","3,300","3,300","3,010","500",원(KRW),"1,579,960","4,755,679,600",
264660,씨앤지하이테크,"13,900","-450","3.14","13,950","13,900","121,060","1,678,284,000","14,100","14,250","13,650","500",원(KRW),"8,405,480","116,836,172,000",
297090,씨에스베어링,"36,100","-1,800","4.75","36,150","36,100","350,581","12,760,107,750","37,050","38,350","35,050","500",원(KRW),"9,580,400","345,852,440,000",
112610,씨에스윈드,"167,500","-4,000","2.33","167,500","167,000","372,320","61,328,735,000","168,500","169,500","161,500","500",원(KRW),"17,285,715","2,895,357,262,500",
286000,씨엔티드림,"10,000","200","2.04","9,990","9,800","258","2,204,300","9,600","10,000","8,500","500",원(KRW),"4,535,340","45,353,400,000",
115530,씨엔플러스,"839","0","0.00","0","0","0","0","0","0","0","100",원(KRW),"67,963,000","57,020,957,000",
225330,씨엠에스에듀,"5,110","120","2.40","5,110","5,090","99,439","503,246,990","5,000","5,130","4,985","500",원(KRW),"18,634,628","95,222,949,080",
115480,씨유메디칼,"2,340","-30","1.27","2,350","2,340","520,010","1,224,475,430","2,350","2,430","2,285","500",원(KRW),"26,362,973","61,689,356,820",
189330,씨이랩,"70,300","-200","0.28","69,900","69,200","704","49,070,700","69,000","70,400","68,500","500",원(KRW),"2,287,142","160,786,082,600",
096530,씨젠,"180,600","900","0.50","180,700","180,600","483,615","88,331,645,100","180,100","186,200","179,600","500",원(KRW),"26,234,020","4,737,864,012,000",
900120,씨케이에이치,"464","2","0.43","465","464","252,006","116,046,555","452","476","433","0.05",미국달러(USD),"110,404,457","51,227,668,048",
101240,씨큐브,"7,260","-60","0.82","7,270","7,260","114,672","832,577,970","7,360","7,390","7,150","500",원(KRW),"10,138,184","73,603,215,840",
060590,씨티씨바이오,"7,320","-100","1.35","7,320","7,310","177,644","1,310,130,800","7,380","7,490","7,280","500",원(KRW),"21,045,926","154,056,178,320",
260930,씨티케이코스메틱스,"14,400","-300","2.04","14,400","14,350","3,518","50,779,050","14,700","14,700","14,300","500",원(KRW),"10,122,151","145,758,974,400",
013990,아가방컴퍼니,"3,470","30","0.87","3,475","3,470","544,767","1,898,338,810","3,450","3,560","3,380","500",원(KRW),"32,887,536","114,119,749,920",
123860,아나패스,"27,700","500","1.84","27,750","27,700","294,817","8,237,265,550","26,850","28,850","26,750","500",원(KRW),"10,864,129","300,936,373,300",
025980,아난티,"8,120","-90","1.10","8,130","8,120","1,210,970","9,927,862,240","8,210","8,320","8,090","100",원(KRW),"85,178,787","691,651,750,440",
008700,아남전자,"3,050","-50","1.61","3,055","3,050","2,628,538","8,047,136,820","3,045","3,150","2,970","500",원(KRW),"77,124,820","235,230,701,000",
050320,아래스,"990","0","0.00","0","0","0","0","0","0","0","100",원(KRW),"45,661,760","45,205,142,400",
058220,아리온,"275","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"38,974,244","10,717,917,100",
125210,아모그린텍,"14,950","450","3.10","15,000","14,950","362,246","5,335,140,700","14,500","15,200","14,150","500",원(KRW),"16,496,790","246,627,010,500",
002790,아모레G,"58,200","2,100","3.74","58,200","58,100","401,398","23,046,767,200","56,100","58,800","55,300","500",원(KRW),"82,458,180","4,799,066,076,000",
00279K,아모레G3우(전환),"37,550","700","1.90","37,650","37,550","25,891","960,385,950","36,850","37,800","36,300","500",원(KRW),"7,092,200","266,312,110,000",
002795,아모레G우,"20,300","0","0.00","20,350","20,300","52,976","1,079,706,300","20,300","20,600","20,100","500",원(KRW),"6,443,770","130,808,531,000",
090430,아모레퍼시픽,"203,000","7,000","3.57","203,000","202,500","518,390","104,337,841,000","197,500","205,000","195,000","500",원(KRW),"58,458,490","11,867,073,470,000",
090435,아모레퍼시픽우,"60,300","600","1.01","60,300","60,200","69,628","4,203,355,500","59,700","61,300","59,500","500",원(KRW),"10,557,830","636,637,149,000",
052710,아모텍,"39,700","-800","1.98","39,800","39,700","188,814","7,485,354,750","40,500","40,750","38,300","500",원(KRW),"9,743,406","386,813,218,200",
074430,아미노로직스,"3,000","70","2.39","3,005","3,000","5,595,758","16,647,423,370","2,925","3,010","2,860","100",원(KRW),"87,826,844","263,480,532,000",
092040,아미코젠,"34,800","300","0.87","34,850","34,800","269,432","9,313,627,450","34,350","35,250","33,850","500",원(KRW),"19,214,510","668,664,948,000",
083930,아바코,"11,150","-250","2.19","11,250","11,150","507,490","5,740,539,050","11,400","11,700","10,900","500",원(KRW),"15,412,798","171,852,697,700",
149950,아바텍,"8,820","-60","0.68","8,820","8,810","46,437","407,584,340","8,890","8,890","8,690","500",원(KRW),"15,607,500","137,658,150,000",
036010,아비코전자,"8,090","-10","0.12","8,090","8,080","172,678","1,394,198,170","8,100","8,300","7,940","500",원(KRW),"13,292,934","107,539,836,060",
002030,아세아,"90,600","-1,800","1.95","90,700","90,600","8,392","760,791,600","90,800","91,700","90,100","5,000",원(KRW),"2,191,024","198,506,774,400",
183190,아세아시멘트,"79,200","-1,900","2.34","79,300","79,200","24,789","1,953,198,500","81,100","81,800","77,000","5,000",원(KRW),"3,895,809","308,548,072,800",
002310,아세아제지,"41,300","1,100","2.74","41,300","41,250","246,880","10,327,295,250","40,800","43,500","40,300","5,000",원(KRW),"8,956,502","369,903,532,600",
050860,아세아텍,"3,180","25","0.79","3,180","3,170","131,159","415,138,005","3,110","3,200","3,110","500",원(KRW),"17,500,000","55,650,000,000",
246720,아스타,"4,710","-30","0.63","4,710","4,700","16,198","75,537,950","4,740","4,800","4,605","500",원(KRW),"11,492,523","54,129,783,330",
067390,아스트,"5,250","100","1.94","5,250","5,240","284,264","1,484,562,440","5,140","5,330","5,060","500",원(KRW),"25,679,652","134,818,173,000",
127710,아시아경제,"2,020","15","0.75","2,020","2,015","114,655","230,253,235","2,005","2,050","1,975","500",원(KRW),"25,508,734","51,527,642,680",
267850,아시아나IDT,"25,600","1,050","4.28","25,650","25,600","295,974","7,560,809,000","24,800","26,000","24,800","500",원(KRW),"11,100,000","284,160,000,000",
020560,아시아나항공,"4,210","0","0.00","0","0","0","0","0","0","0","5,000",원(KRW),"223,235,294","939,820,587,740",
154030,아시아종묘,"5,720","160","2.88","5,720","5,710","556,623","3,213,122,050","5,550","5,930","5,490","500",원(KRW),"10,283,503","58,821,637,160",
227610,아우딘퓨쳐스,"5,650","-240","4.07","5,650","5,640","90,738","517,181,460","5,630","5,900","5,610","500",원(KRW),"10,000,000","56,500,000,000",
143160,아이디스,"28,150","50","0.18","28,200","28,150","55,942","1,561,205,500","28,350","28,350","27,600","500",원(KRW),"10,716,390","301,666,378,500",
054800,아이디스홀딩스,"12,650","100","0.80","12,700","12,650","14,237","179,627,800","12,600","13,000","12,450","500",원(KRW),"10,347,756","130,899,113,400",
332370,아이디피,"7,990","0","0.00","8,000","7,990","40,742","324,291,980","7,910","8,040","7,840","500",원(KRW),"6,636,863","53,028,535,370",
122900,아이마켓코리아,"8,200","40","0.49","8,210","8,200","116,649","960,746,170","8,210","8,390","8,100","500",원(KRW),"35,393,340","290,225,388,000",
339950,아이비김영,"1,615","0","0.00","1,615","1,610","64,746","103,395,850","1,605","1,635","1,580","100",원(KRW),"42,486,655","68,615,947,825",
099190,아이센스,"27,900","550","2.01","27,950","27,900","84,317","2,346,103,750","27,500","28,350","27,350","500",원(KRW),"13,737,238","383,268,940,200",
289010,아이스크림에듀,"7,940","40","0.51","7,950","7,940","116,862","934,770,290","7,850","8,100","7,850","500",원(KRW),"12,864,037","102,140,453,780",
214430,아이쓰리시스템,"22,400","-500","2.18","22,400","22,350","89,440","2,007,592,900","23,050","23,050","22,000","500",원(KRW),"7,106,760","159,191,424,000",
040910,아이씨디,"17,800","100","0.56","17,800","17,750","445,337","7,885,543,050","17,700","18,100","17,250","500",원(KRW),"17,948,326","319,480,202,800",
068940,아이씨케이,"3,845","105","2.81","3,845","3,835","457,587","1,775,404,865","3,775","4,000","3,730","200",원(KRW),"34,117,222","131,180,718,590",
052860,아이앤씨,"4,285","-120","2.72","4,295","4,285","218,581","949,597,100","4,400","4,470","4,250","500",원(KRW),"17,694,054","75,819,021,390",
010780,아이에스동서,"53,700","-600","1.10","53,800","53,700","154,916","8,284,265,600","54,300","54,300","52,500","500",원(KRW),"30,892,606","1,658,932,942,200",
069920,아이에스이커머스,"3,600","-300","7.69","3,605","3,600","81,239","303,356,725","3,905","3,905","3,600","500",원(KRW),"25,826,362","92,974,903,200",
038880,아이에이,"1,230","-35","2.77","1,230","1,225","23,634,289","29,387,007,220","1,255","1,295","1,175","100",원(KRW),"275,454,805","338,809,410,150",
123010,아이에이네트웍스,"1,790","60","3.47","1,790","1,780","1,333,945","2,359,942,180","1,735","1,820","1,695","100",원(KRW),"49,368,941","88,370,404,390",
307180,아이엘사이언스,"3,100","35","1.14","3,100","3,095","122,337","378,055,990","3,010","3,175","3,010","100",원(KRW),"21,222,023","65,788,271,300",
101390,아이엠,"796","9","1.14","799","796","407,952","324,739,723","781","811","779","500",원(KRW),"42,223,170","33,609,643,320",
090740,아이엠이연이,"6,570","-270","3.95","6,580","6,570","1,650,969","10,208,166,950","6,650","6,650","5,810","500",원(KRW),"19,126,082","125,658,358,740",
226350,아이엠텍,"214","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"43,543,747","9,318,361,858",
078860,아이오케이,"1,575","-30","1.87","1,580","1,575","2,984,353","4,691,246,820","1,565","1,635","1,500","500",원(KRW),"55,539,814","87,475,207,050",
114810,아이원스,"6,170","50","0.82","6,170","6,160","149,787","919,085,880","6,070","6,260","6,000","500",원(KRW),"13,415,919","82,776,220,230",
031310,아이즈비전,"3,860","30","0.78","3,860","3,855","126,053","487,366,285","3,800","3,915","3,790","500",원(KRW),"15,772,574","60,882,135,640",
185490,아이진,"11,400","-200","1.72","11,450","11,400","92,135","1,052,658,800","11,400","11,700","11,150","500",원(KRW),"11,649,149","132,800,298,600",
059100,아이컴포넌트,"6,650","950","16.67","6,650","6,630","2,195,333","14,257,685,220","6,060","7,300","5,850","500",원(KRW),"7,070,860","47,021,219,000",
149010,아이케이세미콘,"4,970","0","0.00","4,980","4,240","0","0","0","0","0","500",원(KRW),"3,120,000","15,506,400,000",
175250,아이큐어,"62,000","1,000","1.64","62,100","62,000","146,905","9,108,880,900","60,500","62,900","60,500","500",원(KRW),"7,549,489","468,068,318,000",
052460,아이크래프트,"4,265","55","1.31","4,265","4,260","266,893","1,141,292,285","4,210","4,390","4,180","500",원(KRW),"14,607,936","62,302,847,040",
119830,아이텍,"8,630","-120","1.37","8,650","8,630","345,354","3,007,321,240","8,750","8,900","8,530","500",원(KRW),"14,258,920","123,054,479,600",
052770,아이톡시,"4,460","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"7,291,079","32,518,212,340",
124500,아이티센,"5,070","0","0.00","5,070","5,050","311,507","1,561,170,645","5,080","5,100","4,900","500",원(KRW),"19,907,333","100,930,178,310",
084850,아이티엠반도체,"55,000","-600","1.08","55,100","55,000","137,224","7,568,435,300","55,900","56,200","54,600","500",원(KRW),"23,105,801","1,270,819,055,000",
223220,아이피몬스터,"263","-36","12.04","300","263","17,099","5,121,957","300","300","256","100",원(KRW),"23,393,630","6,152,524,690",
027360,아주IB투자,"4,535","120","2.72","4,540","4,535","2,489,378","11,247,263,215","4,440","4,615","4,400","500",원(KRW),"119,015,125","539,733,591,875",
033660,아주캐피탈,"11,550","0","0.00","11,550","11,500","66,095","758,698,950","11,500","11,600","11,350","5,000",원(KRW),"57,545,890","664,655,029,500",
032080,아즈텍WB,"2,130","180","9.23","2,130","2,120","2,365,843","5,033,445,160","1,950","2,280","1,935","500",원(KRW),"21,491,029","45,775,891,770",
013310,아진산업,"3,050","0","0.00","3,050","3,045","844,167","2,570,893,455","3,035","3,110","2,955","500",원(KRW),"38,023,586","115,971,937,300",
059120,아진엑스텍,"5,980","-60","0.99","5,980","5,940","93,483","557,279,960","5,950","6,070","5,830","500",원(KRW),"9,748,596","58,296,604,080",
158430,아톤,"26,750","-50","0.19","26,750","26,700","52,721","1,405,719,750","26,350","26,900","26,300","500",원(KRW),"4,353,577","116,458,184,750",
149300,아퓨어스,"2,910","90","3.19","2,910","2,900","11,644","33,794,090","3,000","3,000","2,700","500",원(KRW),"27,065,584","78,760,849,440",
067160,아프리카TV,"65,700","4,600","7.53","65,700","65,600","554,537","35,642,072,700","61,500","65,800","60,400","500",원(KRW),"11,494,767","755,206,191,900",
001540,안국약품,"12,650","50","0.40","12,650","12,600","158,895","2,012,495,950","12,650","13,100","12,350","500",원(KRW),"13,042,420","164,986,613,000",
053800,안랩,"93,000","-6,200","6.25","93,100","93,000","662,024","61,702,573,300","96,300","97,400","88,600","500",원(KRW),"10,013,855","931,288,515,000",
251280,안지오랩,"12,950","-300","2.26","12,950","12,800","8,075","102,594,450","13,450","13,500","12,500","500",원(KRW),"2,250,360","29,142,162,000",
065660,안트로젠,"60,900","-900","1.46","61,000","60,900","130,538","7,984,199,000","62,000","63,000","59,500","500",원(KRW),"9,093,534","553,796,220,600",
297570,알로이스,"3,615","370","11.40","3,620","3,615","27,768,036","102,565,696,865","3,210","4,050","3,105","100",원(KRW),"17,329,414","62,645,831,610",
001780,알루코,"5,180","50","0.97","5,180","5,170","9,221,294","47,817,525,570","5,180","5,300","5,010","500",원(KRW),"83,207,283","431,013,725,940",
260660,알리코제약,"13,250","-100","0.75","13,250","13,200","105,623","1,392,902,150","13,200","13,500","12,950","500",원(KRW),"9,821,575","130,135,868,750",
131370,알서포트,"11,450","-150","1.29","11,450","11,400","1,453,067","17,049,013,100","11,550","12,100","11,350","100",원(KRW),"53,267,083","609,908,100,350",
140670,알에스오토메이션,"8,930","-70","0.78","8,940","8,930","116,319","1,031,397,940","8,870","9,000","8,740","500",원(KRW),"9,103,140","81,291,040,200",
096610,알에프세미,"6,410","160","2.56","6,420","6,410","2,316,978","14,865,118,210","6,200","6,680","6,110","500",원(KRW),"9,494,724","60,861,180,840",
061040,알에프텍,"9,990","-160","1.58","10,000","9,990","657,024","6,583,736,840","10,050","10,250","9,930","500",원(KRW),"28,899,918","288,710,180,820",
148250,알엔투테크놀로지,"19,850","-250","1.24","19,850","19,700","226,281","4,445,529,100","20,000","20,300","19,050","500",원(KRW),"7,215,094","143,219,615,900",
347860,알체라,"34,600","300","0.87","34,650","34,600","727,093","25,188,890,950","33,900","36,700","32,650","500",원(KRW),"13,368,794","462,560,272,400",
196170,알테오젠,"153,300","-2,700","1.73","153,700","153,300","248,686","38,562,309,900","155,100","158,400","153,100","500",원(KRW),"28,082,900","4,305,108,570,000",
123750,알톤스포츠,"4,235","-85","1.97","4,240","4,235","88,715","370,617,105","4,315","4,315","4,050","500",원(KRW),"12,746,297","53,980,567,795",
085810,알티캐스트,"1,860","80","4.49","1,860","1,855","475,868","875,041,880","1,800","1,890","1,790","500",원(KRW),"24,601,151","45,758,140,860",
117670,알파홀딩스,"5,940","-390","6.16","5,990","5,940","1,565,089","9,475,184,540","6,320","6,320","5,850","500",원(KRW),"20,801,895","123,563,256,300",
291650,압타머사이언스,"25,700","-700","2.65","25,800","25,700","400,613","10,501,401,850","26,100","27,150","25,550","500",원(KRW),"8,466,126","217,579,438,200",
293780,압타바이오,"61,300","-8,100","11.67","61,500","61,300","1,256,721","81,225,505,700","67,300","70,600","60,600","500",원(KRW),"11,095,233","680,137,782,900",
267810,앙츠,"1,400","0","0.00","1,400","1,275","21","29,400","1,400","1,400","1,400","500",원(KRW),"1,547,000","2,165,800,000",
018250,애경산업,"24,400","200","0.83","24,400","24,350","146,769","3,535,154,950","24,000","24,400","23,800","1,000",원(KRW),"26,409,935","644,402,414,000",
161000,애경유화,"9,020","40","0.45","9,050","9,020","189,573","1,726,321,410","8,980","9,330","8,860","500",원(KRW),"32,040,000","289,000,800,000",
196300,애니젠,"18,400","3,400","22.67","18,450","18,400","1,144,714","20,486,985,300","15,000","19,450","14,900","500",원(KRW),"5,016,165","92,297,436,000",
310200,애니플러스,"1,505","-5","0.33","1,505","1,500","120,044","179,665,430","1,510","1,510","1,480","100",원(KRW),"28,407,439","42,753,195,695",
179530,애드바이오텍,"25,350","-650","2.50","25,350","24,200","2,774","68,542,700","25,500","25,950","24,000","500",원(KRW),"1,754,070","44,465,674,500",
205500,액션스퀘어,"1,490","-25","1.65","1,500","1,490","130,398","190,730,110","1,500","1,515","1,415","500",원(KRW),"41,332,645","61,585,641,050",
052790,액토즈소프트,"9,190","340","3.84","9,190","9,170","58,587","535,284,210","8,930","9,350","8,930","500",원(KRW),"11,330,638","104,128,563,220",
131400,액트,"4,960","-220","4.25","4,970","4,960","752,525","3,796,915,690","5,200","5,210","4,950","500",원(KRW),"22,891,045","113,539,583,200",
290740,액트로,"10,600","-150","1.40","10,700","10,600","71,722","763,869,100","10,700","10,850","10,450","500",원(KRW),"10,065,011","106,689,116,600",
238090,앤디포스,"5,360","-340","5.96","5,370","5,360","1,873,411","10,182,699,190","5,580","5,600","5,350","200",원(KRW),"55,161,726","295,666,851,360",
092600,앤씨앤,"4,540","-400","8.10","4,550","4,540","449,229","2,071,171,105","4,825","4,825","4,420","500",원(KRW),"20,947,500","95,101,650,000",
129890,앱코,"26,350","-500","1.86","26,350","26,300","162,208","4,300,583,200","26,450","27,150","26,100","500",원(KRW),"9,688,732","255,298,088,200",
174900,앱클론,"33,800","250","0.75","33,800","33,750","245,769","8,299,486,900","34,050","34,400","33,050","500",원(KRW),"15,278,069","516,398,732,200",
